store_nbr,family,city,state,type,cluster,forecast_7_day,average_daily_demand,safety_stock,reorder_point,recommended_stock,inventory_priority
8,BABY CARE,Quito,Pichincha,D,8,12.11,1.73,2.42,5.88,14.53,LOW PRIORITY
8,BEAUTY,Quito,Pichincha,D,8,53.15,7.59,10.63,25.82,63.78,LOW PRIORITY
8,BEVERAGES,Quito,Pichincha,D,8,30044.19,4292.03,6008.84,14592.89,36053.02,HIGH PRIORITY
8,BOOKS,Quito,Pichincha,D,8,7.82,1.12,1.56,3.8,9.39,LOW PRIORITY
8,BREAD/BAKERY,Quito,Pichincha,D,8,5500.02,785.72,1100.0,2671.44,6600.02,HIGH PRIORITY
8,CELEBRATION,Quito,Pichincha,D,8,119.21,17.03,23.84,57.9,143.05,MEDIUM PRIORITY
8,CLEANING,Quito,Pichincha,D,8,8145.19,1163.6,1629.04,3956.24,9774.23,HIGH PRIORITY
8,DAIRY,Quito,Pichincha,D,8,9730.91,1390.13,1946.18,4726.44,11677.09,HIGH PRIORITY
8,DELI,Quito,Pichincha,D,8,1934.05,276.29,386.81,939.4,2320.87,HIGH PRIORITY
8,EGGS,Quito,Pichincha,D,8,2210.95,315.85,442.19,1073.89,2653.14,HIGH PRIORITY
8,FROZEN FOODS,Quito,Pichincha,D,8,1090.19,155.74,218.04,529.52,1308.22,MEDIUM PRIORITY
8,GROCERY I,Quito,Pichincha,D,8,33270.13,4752.88,6654.03,16159.78,39924.15,HIGH PRIORITY
8,GROCERY II,Quito,Pichincha,D,8,252.9,36.13,50.58,122.84,303.48,MEDIUM PRIORITY
8,HARDWARE,Quito,Pichincha,D,8,17.89,2.56,3.58,8.69,21.47,LOW PRIORITY
8,HOME AND KITCHEN I,Quito,Pichincha,D,8,248.33,35.48,49.67,120.62,298.0,MEDIUM PRIORITY
8,HOME AND KITCHEN II,Quito,Pichincha,D,8,289.71,41.39,57.94,140.72,347.65,MEDIUM PRIORITY
8,HOME APPLIANCES,Quito,Pichincha,D,8,7.66,1.09,1.53,3.72,9.19,LOW PRIORITY
8,HOME CARE,Quito,Pichincha,D,8,2323.35,331.91,464.67,1128.49,2788.02,HIGH PRIORITY
8,LADIESWEAR,Quito,Pichincha,D,8,201.49,28.78,40.3,97.87,241.78,MEDIUM PRIORITY
8,LAWN AND GARDEN,Quito,Pichincha,D,8,232.8,33.26,46.56,113.07,279.36,MEDIUM PRIORITY
8,LINGERIE,Quito,Pichincha,D,8,140.53,20.08,28.11,68.26,168.64,MEDIUM PRIORITY
8,"LIQUOR,WINE,BEER",Quito,Pichincha,D,8,1002.16,143.17,200.43,486.76,1202.59,MEDIUM PRIORITY
8,MAGAZINES,Quito,Pichincha,D,8,125.99,18.0,25.2,61.2,151.19,MEDIUM PRIORITY
8,MEATS,Quito,Pichincha,D,8,3012.96,430.42,602.59,1463.44,3615.55,HIGH PRIORITY
8,PERSONAL CARE,Quito,Pichincha,D,8,2322.83,331.83,464.57,1128.23,2787.39,HIGH PRIORITY
8,PET SUPPLIES,Quito,Pichincha,D,8,117.43,16.78,23.49,57.04,140.91,MEDIUM PRIORITY
8,PLAYERS AND ELECTRONICS,Quito,Pichincha,D,8,128.96,18.42,25.79,62.64,154.76,MEDIUM PRIORITY
8,POULTRY,Quito,Pichincha,D,8,4142.01,591.72,828.4,2011.83,4970.41,HIGH PRIORITY
8,PREPARED FOODS,Quito,Pichincha,D,8,975.16,139.31,195.03,473.65,1170.19,MEDIUM PRIORITY
8,PRODUCE,Quito,Pichincha,D,8,31199.31,4457.04,6239.86,15153.95,37439.18,HIGH PRIORITY
8,SCHOOL AND OFFICE SUPPLIES,Quito,Pichincha,D,8,9.53,1.36,1.91,4.63,11.44,LOW PRIORITY
8,SEAFOOD,Quito,Pichincha,D,8,214.17,30.6,42.83,104.03,257.01,MEDIUM PRIORITY
9,AUTOMOTIVE,Quito,Pichincha,B,6,78.62,11.23,15.72,38.19,94.34,LOW PRIORITY
9,BABY CARE,Quito,Pichincha,B,6,6.71,0.96,1.34,3.26,8.05,LOW PRIORITY
9,BEAUTY,Quito,Pichincha,B,6,43.02,6.15,8.6,20.9,51.63,LOW PRIORITY
9,BEVERAGES,Quito,Pichincha,B,6,22912.85,3273.26,4582.57,11129.1,27495.43,HIGH PRIORITY
9,BOOKS,Quito,Pichincha,B,6,6.47,0.92,1.29,3.14,7.76,LOW PRIORITY
9,BREAD/BAKERY,Quito,Pichincha,B,6,3313.75,473.39,662.75,1609.53,3976.5,HIGH PRIORITY
9,CELEBRATION,Quito,Pichincha,B,6,86.64,12.38,17.33,42.08,103.97,LOW PRIORITY
9,CLEANING,Quito,Pichincha,B,6,10089.7,1441.39,2017.94,4900.71,12107.64,HIGH PRIORITY
9,DAIRY,Quito,Pichincha,B,6,5457.4,779.63,1091.48,2650.73,6548.87,HIGH PRIORITY
9,DELI,Quito,Pichincha,B,6,3572.47,510.35,714.49,1735.2,4286.96,HIGH PRIORITY
9,EGGS,Quito,Pichincha,B,6,1359.49,194.21,271.9,660.32,1631.39,MEDIUM PRIORITY
9,FROZEN FOODS,Quito,Pichincha,B,6,788.24,112.61,157.65,382.86,945.88,MEDIUM PRIORITY
9,GROCERY I,Quito,Pichincha,B,6,42917.17,6131.02,8583.43,20845.48,51500.6,HIGH PRIORITY
9,GROCERY II,Quito,Pichincha,B,6,63.85,9.12,12.77,31.01,76.62,LOW PRIORITY
9,HARDWARE,Quito,Pichincha,B,6,9.84,1.41,1.97,4.78,11.81,LOW PRIORITY
9,HOME AND KITCHEN I,Quito,Pichincha,B,6,341.09,48.73,68.22,165.67,409.3,MEDIUM PRIORITY
9,HOME AND KITCHEN II,Quito,Pichincha,B,6,292.37,41.77,58.47,142.01,350.84,MEDIUM PRIORITY
9,HOME APPLIANCES,Quito,Pichincha,B,6,6.34,0.91,1.27,3.08,7.6,LOW PRIORITY
9,HOME CARE,Quito,Pichincha,B,6,2726.08,389.44,545.22,1324.1,3271.3,HIGH PRIORITY
9,LADIESWEAR,Quito,Pichincha,B,6,49.51,7.07,9.9,24.05,59.42,LOW PRIORITY
9,LAWN AND GARDEN,Quito,Pichincha,B,6,37.8,5.4,7.56,18.36,45.35,LOW PRIORITY
9,LINGERIE,Quito,Pichincha,B,6,53.33,7.62,10.67,25.9,64.0,LOW PRIORITY
9,"LIQUOR,WINE,BEER",Quito,Pichincha,B,6,387.54,55.36,77.51,188.24,465.05,MEDIUM PRIORITY
9,MAGAZINES,Quito,Pichincha,B,6,35.4,5.06,7.08,17.19,42.48,LOW PRIORITY
9,MEATS,Quito,Pichincha,B,6,2451.06,350.15,490.21,1190.51,2941.27,HIGH PRIORITY
9,PERSONAL CARE,Quito,Pichincha,B,6,3038.62,434.09,607.72,1475.9,3646.35,HIGH PRIORITY
9,PET SUPPLIES,Quito,Pichincha,B,6,30.79,4.4,6.16,14.96,36.95,LOW PRIORITY
9,PLAYERS AND ELECTRONICS,Quito,Pichincha,B,6,37.65,5.38,7.53,18.29,45.19,LOW PRIORITY
9,POULTRY,Quito,Pichincha,B,6,2852.5,407.5,570.5,1385.5,3423.0,HIGH PRIORITY
9,PREPARED FOODS,Quito,Pichincha,B,6,823.74,117.68,164.75,400.1,988.49,MEDIUM PRIORITY
9,PRODUCE,Quito,Pichincha,B,6,10620.32,1517.19,2124.06,5158.44,12744.38,HIGH PRIORITY
9,SCHOOL AND OFFICE SUPPLIES,Quito,Pichincha,B,6,903.74,129.11,180.75,438.96,1084.49,MEDIUM PRIORITY
9,SEAFOOD,Quito,Pichincha,B,6,120.68,17.24,24.14,58.62,144.82,MEDIUM PRIORITY
10,AUTOMOTIVE,Quito,Pichincha,C,15,17.07,2.44,3.41,8.29,20.48,LOW PRIORITY
10,BABY CARE,Quito,Pichincha,C,15,2.92,0.42,0.58,1.42,3.5,LOW PRIORITY
10,BEAUTY,Quito,Pichincha,C,15,19.61,2.8,3.92,9.52,23.53,LOW PRIORITY
10,BEVERAGES,Quito,Pichincha,C,15,9900.44,1414.35,1980.09,4808.79,11880.53,HIGH PRIORITY
10,BOOKS,Quito,Pichincha,C,15,2.92,0.42,0.58,1.42,3.5,LOW PRIORITY
10,BREAD/BAKERY,Quito,Pichincha,C,15,739.2,105.6,147.84,359.04,887.04,MEDIUM PRIORITY
10,CELEBRATION,Quito,Pichincha,C,15,22.06,3.15,4.41,10.71,26.47,LOW PRIORITY
10,CLEANING,Quito,Pichincha,C,15,4858.38,694.05,971.68,2359.79,5830.06,HIGH PRIORITY
10,DAIRY,Quito,Pichincha,C,15,2105.38,300.77,421.08,1022.62,2526.46,HIGH PRIORITY
10,DELI,Quito,Pichincha,C,15,1798.47,256.92,359.69,873.54,2158.17,MEDIUM PRIORITY
10,EGGS,Quito,Pichincha,C,15,333.34,47.62,66.67,161.91,400.0,MEDIUM PRIORITY
10,FROZEN FOODS,Quito,Pichincha,C,15,254.56,36.37,50.91,123.64,305.47,MEDIUM PRIORITY
10,GROCERY I,Quito,Pichincha,C,15,18384.52,2626.36,3676.9,8929.62,22061.42,HIGH PRIORITY
10,GROCERY II,Quito,Pichincha,C,15,35.15,5.02,7.03,17.08,42.19,LOW PRIORITY
10,HARDWARE,Quito,Pichincha,C,15,5.11,0.73,1.02,2.48,6.13,LOW PRIORITY
10,HOME AND KITCHEN I,Quito,Pichincha,C,15,43.43,6.2,8.69,21.09,52.11,LOW PRIORITY
10,HOME AND KITCHEN II,Quito,Pichincha,C,15,56.55,8.08,11.31,27.47,67.86,LOW PRIORITY
10,HOME APPLIANCES,Quito,Pichincha,C,15,4.52,0.65,0.9,2.19,5.42,LOW PRIORITY
10,HOME CARE,Quito,Pichincha,C,15,1094.46,156.35,218.89,531.6,1313.35,MEDIUM PRIORITY
10,LADIESWEAR,Quito,Pichincha,C,15,37.64,5.38,7.53,18.28,45.17,LOW PRIORITY
10,LAWN AND GARDEN,Quito,Pichincha,C,15,9.12,1.3,1.82,4.43,10.94,LOW PRIORITY
10,LINGERIE,Quito,Pichincha,C,15,14.86,2.12,2.97,7.22,17.83,LOW PRIORITY
10,"LIQUOR,WINE,BEER",Quito,Pichincha,C,15,121.12,17.3,24.22,58.83,145.35,MEDIUM PRIORITY
10,MAGAZINES,Quito,Pichincha,C,15,8.32,1.19,1.66,4.04,9.99,LOW PRIORITY
10,MEATS,Quito,Pichincha,C,15,1267.63,181.09,253.53,615.7,1521.15,MEDIUM PRIORITY
10,PERSONAL CARE,Quito,Pichincha,C,15,1125.38,160.77,225.08,546.62,1350.46,MEDIUM PRIORITY
10,PET SUPPLIES,Quito,Pichincha,C,15,10.6,1.51,2.12,5.15,12.72,LOW PRIORITY
10,PLAYERS AND ELECTRONICS,Quito,Pichincha,C,15,18.94,2.71,3.79,9.2,22.73,LOW PRIORITY
10,POULTRY,Quito,Pichincha,C,15,959.66,137.09,191.93,466.12,1151.59,MEDIUM PRIORITY
10,PREPARED FOODS,Quito,Pichincha,C,15,184.48,26.35,36.9,89.6,221.37,MEDIUM PRIORITY
10,PRODUCE,Quito,Pichincha,C,15,1702.35,243.19,340.47,826.85,2042.82,MEDIUM PRIORITY
10,SCHOOL AND OFFICE SUPPLIES,Quito,Pichincha,C,15,35.62,5.09,7.12,17.3,42.74,LOW PRIORITY
10,SEAFOOD,Quito,Pichincha,C,15,23.59,3.37,4.72,11.46,28.31,LOW PRIORITY
11,AUTOMOTIVE,Cayambe,Pichincha,B,6,36.61,5.23,7.32,17.78,43.93,LOW PRIORITY
11,BABY CARE,Cayambe,Pichincha,B,6,6.99,1.0,1.4,3.4,8.39,LOW PRIORITY
11,BEAUTY,Cayambe,Pichincha,B,6,28.75,4.11,5.75,13.96,34.5,LOW PRIORITY
11,BEVERAGES,Cayambe,Pichincha,B,6,29550.98,4221.57,5910.2,14353.33,35461.18,HIGH PRIORITY
11,BOOKS,Cayambe,Pichincha,B,6,4.48,0.64,0.9,2.17,5.37,LOW PRIORITY
11,BREAD/BAKERY,Cayambe,Pichincha,B,6,5331.45,761.64,1066.29,2589.56,6397.74,HIGH PRIORITY
11,CELEBRATION,Cayambe,Pichincha,B,6,100.6,14.37,20.12,48.86,120.72,MEDIUM PRIORITY
11,CLEANING,Cayambe,Pichincha,B,6,11816.46,1688.07,2363.29,5739.42,14179.75,HIGH PRIORITY
11,DAIRY,Cayambe,Pichincha,B,6,4286.12,612.3,857.22,2081.83,5143.35,HIGH PRIORITY
11,DELI,Cayambe,Pichincha,B,6,3301.11,471.59,660.22,1603.39,3961.33,HIGH PRIORITY
11,EGGS,Cayambe,Pichincha,B,6,1792.34,256.05,358.47,870.57,2150.81,MEDIUM PRIORITY
11,FROZEN FOODS,Cayambe,Pichincha,B,6,643.38,91.91,128.68,312.5,772.05,MEDIUM PRIORITY
11,GROCERY I,Cayambe,Pichincha,B,6,51262.16,7323.17,10252.43,24898.76,61514.59,HIGH PRIORITY
11,GROCERY II,Cayambe,Pichincha,B,6,170.48,24.35,34.1,82.81,204.58,MEDIUM PRIORITY
11,HARDWARE,Cayambe,Pichincha,B,6,8.9,1.27,1.78,4.32,10.68,LOW PRIORITY
11,HOME AND KITCHEN I,Cayambe,Pichincha,B,6,192.5,27.5,38.5,93.5,231.0,MEDIUM PRIORITY
11,HOME AND KITCHEN II,Cayambe,Pichincha,B,6,90.13,12.88,18.03,43.78,108.15,MEDIUM PRIORITY
11,HOME APPLIANCES,Cayambe,Pichincha,B,6,4.37,0.62,0.87,2.12,5.24,LOW PRIORITY
11,HOME CARE,Cayambe,Pichincha,B,6,3183.51,454.79,636.7,1546.28,3820.21,HIGH PRIORITY
11,LADIESWEAR,Cayambe,Pichincha,B,6,43.85,6.26,8.77,21.3,52.62,LOW PRIORITY
11,LAWN AND GARDEN,Cayambe,Pichincha,B,6,28.32,4.05,5.66,13.76,33.99,LOW PRIORITY
11,LINGERIE,Cayambe,Pichincha,B,6,41.23,5.89,8.25,20.03,49.48,LOW PRIORITY
11,"LIQUOR,WINE,BEER",Cayambe,Pichincha,B,6,220.32,31.47,44.06,107.01,264.38,MEDIUM PRIORITY
11,MAGAZINES,Cayambe,Pichincha,B,6,17.55,2.51,3.51,8.52,21.06,LOW PRIORITY
11,MEATS,Cayambe,Pichincha,B,6,4406.84,629.55,881.37,2140.46,5288.2,HIGH PRIORITY
11,PERSONAL CARE,Cayambe,Pichincha,B,6,2611.19,373.03,522.24,1268.29,3133.43,HIGH PRIORITY
11,PET SUPPLIES,Cayambe,Pichincha,B,6,16.12,2.3,3.22,7.83,19.34,LOW PRIORITY
11,PLAYERS AND ELECTRONICS,Cayambe,Pichincha,B,6,115.41,16.49,23.08,56.06,138.5,MEDIUM PRIORITY
11,POULTRY,Cayambe,Pichincha,B,6,2863.45,409.06,572.69,1390.82,3436.13,HIGH PRIORITY
11,PREPARED FOODS,Cayambe,Pichincha,B,6,721.54,103.08,144.31,350.46,865.85,MEDIUM PRIORITY
11,PRODUCE,Cayambe,Pichincha,B,6,9837.27,1405.32,1967.45,4778.1,11804.72,HIGH PRIORITY
11,SCHOOL AND OFFICE SUPPLIES,Cayambe,Pichincha,B,6,154.64,22.09,30.93,75.11,185.57,MEDIUM PRIORITY
11,SEAFOOD,Cayambe,Pichincha,B,6,38.04,5.43,7.61,18.48,45.65,LOW PRIORITY
12,AUTOMOTIVE,Latacunga,Cotopaxi,C,15,33.99,4.86,6.8,16.51,40.79,LOW PRIORITY
12,BABY CARE,Latacunga,Cotopaxi,C,15,4.45,0.64,0.89,2.16,5.34,LOW PRIORITY
12,BEAUTY,Latacunga,Cotopaxi,C,15,17.03,2.43,3.41,8.27,20.44,LOW PRIORITY
12,BEVERAGES,Latacunga,Cotopaxi,C,15,10707.71,1529.67,2141.54,5200.89,12849.25,HIGH PRIORITY
12,BOOKS,Latacunga,Cotopaxi,C,15,4.45,0.64,0.89,2.16,5.34,LOW PRIORITY
12,BREAD/BAKERY,Latacunga,Cotopaxi,C,15,1258.15,179.74,251.63,611.1,1509.78,MEDIUM PRIORITY
12,CELEBRATION,Latacunga,Cotopaxi,C,15,110.96,15.85,22.19,53.89,133.15,MEDIUM PRIORITY
12,CLEANING,Latacunga,Cotopaxi,C,15,5219.52,745.65,1043.9,2535.19,6263.42,HIGH PRIORITY
12,DAIRY,Latacunga,Cotopaxi,C,15,2615.85,373.69,523.17,1270.55,3139.02,HIGH PRIORITY
12,DELI,Latacunga,Cotopaxi,C,15,1308.43,186.92,261.69,635.52,1570.11,MEDIUM PRIORITY
12,EGGS,Latacunga,Cotopaxi,C,15,414.22,59.17,82.84,201.19,497.06,MEDIUM PRIORITY
12,FROZEN FOODS,Latacunga,Cotopaxi,C,15,241.18,34.45,48.24,117.15,289.42,MEDIUM PRIORITY
12,GROCERY I,Latacunga,Cotopaxi,C,15,18058.85,2579.84,3611.77,8771.44,21670.62,HIGH PRIORITY
12,GROCERY II,Latacunga,Cotopaxi,C,15,42.79,6.11,8.56,20.78,51.34,LOW PRIORITY
12,HARDWARE,Latacunga,Cotopaxi,C,15,5.62,0.8,1.12,2.73,6.74,LOW PRIORITY
12,HOME AND KITCHEN I,Latacunga,Cotopaxi,C,15,84.52,12.07,16.9,41.05,101.43,LOW PRIORITY
12,HOME AND KITCHEN II,Latacunga,Cotopaxi,C,15,129.61,18.52,25.92,62.95,155.53,MEDIUM PRIORITY
12,HOME APPLIANCES,Latacunga,Cotopaxi,C,15,4.32,0.62,0.86,2.1,5.18,LOW PRIORITY
12,HOME CARE,Latacunga,Cotopaxi,C,15,1009.43,144.2,201.89,490.29,1211.31,MEDIUM PRIORITY
12,LADIESWEAR,Latacunga,Cotopaxi,C,15,39.93,5.7,7.99,19.4,47.92,LOW PRIORITY
12,LAWN AND GARDEN,Latacunga,Cotopaxi,C,15,10.84,1.55,2.17,5.26,13.01,LOW PRIORITY
12,LINGERIE,Latacunga,Cotopaxi,C,15,26.03,3.72,5.21,12.64,31.24,LOW PRIORITY
12,"LIQUOR,WINE,BEER",Latacunga,Cotopaxi,C,15,224.4,32.06,44.88,108.99,269.28,MEDIUM PRIORITY
12,MAGAZINES,Latacunga,Cotopaxi,C,15,17.4,2.49,3.48,8.45,20.88,LOW PRIORITY
12,MEATS,Latacunga,Cotopaxi,C,15,971.13,138.73,194.23,471.69,1165.36,MEDIUM PRIORITY
12,PERSONAL CARE,Latacunga,Cotopaxi,C,15,1114.48,159.21,222.9,541.32,1337.38,MEDIUM PRIORITY
12,PET SUPPLIES,Latacunga,Cotopaxi,C,15,15.75,2.25,3.15,7.65,18.9,LOW PRIORITY
12,PLAYERS AND ELECTRONICS,Latacunga,Cotopaxi,C,15,40.97,5.85,8.19,19.9,49.16,LOW PRIORITY
12,POULTRY,Latacunga,Cotopaxi,C,15,1026.4,146.63,205.28,498.54,1231.68,MEDIUM PRIORITY
12,PREPARED FOODS,Latacunga,Cotopaxi,C,15,227.12,32.45,45.42,110.32,272.55,MEDIUM PRIORITY
12,PRODUCE,Latacunga,Cotopaxi,C,15,2349.17,335.6,469.83,1141.02,2819.0,HIGH PRIORITY
12,SCHOOL AND OFFICE SUPPLIES,Latacunga,Cotopaxi,C,15,37.76,5.39,7.55,18.34,45.32,LOW PRIORITY
12,SEAFOOD,Latacunga,Cotopaxi,C,15,18.41,2.63,3.68,8.94,22.1,LOW PRIORITY
13,AUTOMOTIVE,Latacunga,Cotopaxi,C,15,26.96,3.85,5.39,13.1,32.36,LOW PRIORITY
13,BABY CARE,Latacunga,Cotopaxi,C,15,4.45,0.64,0.89,2.16,5.34,LOW PRIORITY
13,BEAUTY,Latacunga,Cotopaxi,C,15,22.56,3.22,4.51,10.96,27.07,LOW PRIORITY
13,BEVERAGES,Latacunga,Cotopaxi,C,15,10452.13,1493.16,2090.43,5076.75,12542.56,HIGH PRIORITY
13,BOOKS,Latacunga,Cotopaxi,C,15,4.45,0.64,0.89,2.16,5.34,LOW PRIORITY
13,BREAD/BAKERY,Latacunga,Cotopaxi,C,15,826.01,118.0,165.2,401.2,991.21,MEDIUM PRIORITY
13,CELEBRATION,Latacunga,Cotopaxi,C,15,40.21,5.74,8.04,19.53,48.25,LOW PRIORITY
13,CLEANING,Latacunga,Cotopaxi,C,15,4558.63,651.23,911.73,2214.19,5470.35,HIGH PRIORITY
13,DAIRY,Latacunga,Cotopaxi,C,15,1892.95,270.42,378.59,919.43,2271.54,HIGH PRIORITY
13,DELI,Latacunga,Cotopaxi,C,15,1042.15,148.88,208.43,506.19,1250.58,MEDIUM PRIORITY
13,EGGS,Latacunga,Cotopaxi,C,15,290.0,41.43,58.0,140.86,348.01,MEDIUM PRIORITY
13,FROZEN FOODS,Latacunga,Cotopaxi,C,15,201.12,28.73,40.22,97.69,241.34,MEDIUM PRIORITY
13,GROCERY I,Latacunga,Cotopaxi,C,15,18306.99,2615.28,3661.4,8891.97,21968.38,HIGH PRIORITY
13,GROCERY II,Latacunga,Cotopaxi,C,15,58.55,8.36,11.71,28.44,70.26,LOW PRIORITY
13,HARDWARE,Latacunga,Cotopaxi,C,15,5.62,0.8,1.12,2.73,6.74,LOW PRIORITY
13,HOME AND KITCHEN I,Latacunga,Cotopaxi,C,15,89.84,12.83,17.97,43.64,107.81,MEDIUM PRIORITY
13,HOME AND KITCHEN II,Latacunga,Cotopaxi,C,15,52.07,7.44,10.41,25.29,62.49,LOW PRIORITY
13,HOME APPLIANCES,Latacunga,Cotopaxi,C,15,4.32,0.62,0.86,2.1,5.18,LOW PRIORITY
13,HOME CARE,Latacunga,Cotopaxi,C,15,896.51,128.07,179.3,435.45,1075.81,MEDIUM PRIORITY
13,LADIESWEAR,Latacunga,Cotopaxi,C,15,19.9,2.84,3.98,9.67,23.89,LOW PRIORITY
13,LAWN AND GARDEN,Latacunga,Cotopaxi,C,15,10.84,1.55,2.17,5.26,13.01,LOW PRIORITY
13,LINGERIE,Latacunga,Cotopaxi,C,15,18.32,2.62,3.66,8.9,21.99,LOW PRIORITY
13,"LIQUOR,WINE,BEER",Latacunga,Cotopaxi,C,15,272.41,38.92,54.48,132.31,326.89,MEDIUM PRIORITY
13,MAGAZINES,Latacunga,Cotopaxi,C,15,11.44,1.63,2.29,5.56,13.73,LOW PRIORITY
13,MEATS,Latacunga,Cotopaxi,C,15,1001.39,143.06,200.28,486.39,1201.67,MEDIUM PRIORITY
13,PERSONAL CARE,Latacunga,Cotopaxi,C,15,1254.6,179.23,250.92,609.38,1505.52,MEDIUM PRIORITY
13,PET SUPPLIES,Latacunga,Cotopaxi,C,15,10.76,1.54,2.15,5.22,12.91,LOW PRIORITY
13,PLAYERS AND ELECTRONICS,Latacunga,Cotopaxi,C,15,30.67,4.38,6.13,14.89,36.8,LOW PRIORITY
13,POULTRY,Latacunga,Cotopaxi,C,15,664.32,94.9,132.86,322.67,797.18,MEDIUM PRIORITY
13,PREPARED FOODS,Latacunga,Cotopaxi,C,15,143.97,20.57,28.79,69.93,172.76,MEDIUM PRIORITY
13,PRODUCE,Latacunga,Cotopaxi,C,15,1335.74,190.82,267.15,648.79,1602.88,MEDIUM PRIORITY
13,SCHOOL AND OFFICE SUPPLIES,Latacunga,Cotopaxi,C,15,51.15,7.31,10.23,24.84,61.38,LOW PRIORITY
13,SEAFOOD,Latacunga,Cotopaxi,C,15,15.87,2.27,3.17,7.71,19.05,LOW PRIORITY
14,AUTOMOTIVE,Riobamba,Chimborazo,C,7,30.7,4.39,6.14,14.91,36.84,LOW PRIORITY
14,BABY CARE,Riobamba,Chimborazo,C,7,6.82,0.97,1.36,3.31,8.19,LOW PRIORITY
14,BEAUTY,Riobamba,Chimborazo,C,7,15.62,2.23,3.12,7.59,18.75,LOW PRIORITY
14,BEVERAGES,Riobamba,Chimborazo,C,7,11284.58,1612.08,2256.92,5481.08,13541.49,HIGH PRIORITY
14,BOOKS,Riobamba,Chimborazo,C,7,6.82,0.97,1.36,3.31,8.19,LOW PRIORITY
14,BREAD/BAKERY,Riobamba,Chimborazo,C,7,1109.18,158.45,221.84,538.74,1331.01,MEDIUM PRIORITY
14,CELEBRATION,Riobamba,Chimborazo,C,7,75.65,10.81,15.13,36.74,90.78,LOW PRIORITY
14,CLEANING,Riobamba,Chimborazo,C,7,5920.11,845.73,1184.02,2875.48,7104.13,HIGH PRIORITY
14,DAIRY,Riobamba,Chimborazo,C,7,2540.37,362.91,508.07,1233.9,3048.45,HIGH PRIORITY
14,DELI,Riobamba,Chimborazo,C,7,1745.23,249.32,349.05,847.68,2094.27,MEDIUM PRIORITY
14,EGGS,Riobamba,Chimborazo,C,7,231.52,33.07,46.3,112.45,277.82,MEDIUM PRIORITY
14,FROZEN FOODS,Riobamba,Chimborazo,C,7,265.41,37.92,53.08,128.92,318.5,MEDIUM PRIORITY
14,GROCERY I,Riobamba,Chimborazo,C,7,19814.0,2830.57,3962.8,9623.94,23776.8,HIGH PRIORITY
14,GROCERY II,Riobamba,Chimborazo,C,7,34.23,4.89,6.85,16.63,41.08,LOW PRIORITY
14,HARDWARE,Riobamba,Chimborazo,C,7,6.81,0.97,1.36,3.31,8.17,LOW PRIORITY
14,HOME AND KITCHEN I,Riobamba,Chimborazo,C,7,37.76,5.39,7.55,18.34,45.31,LOW PRIORITY
14,HOME AND KITCHEN II,Riobamba,Chimborazo,C,7,126.48,18.07,25.3,61.43,151.78,MEDIUM PRIORITY
14,HOME APPLIANCES,Riobamba,Chimborazo,C,7,6.66,0.95,1.33,3.24,8.0,LOW PRIORITY
14,HOME CARE,Riobamba,Chimborazo,C,7,1207.82,172.55,241.56,586.66,1449.39,MEDIUM PRIORITY
14,LADIESWEAR,Riobamba,Chimborazo,C,7,17.97,2.57,3.59,8.73,21.56,LOW PRIORITY
14,LAWN AND GARDEN,Riobamba,Chimborazo,C,7,11.86,1.69,2.37,5.76,14.23,LOW PRIORITY
14,LINGERIE,Riobamba,Chimborazo,C,7,24.51,3.5,4.9,11.9,29.41,LOW PRIORITY
14,"LIQUOR,WINE,BEER",Riobamba,Chimborazo,C,7,135.97,19.42,27.19,66.04,163.17,MEDIUM PRIORITY
14,MAGAZINES,Riobamba,Chimborazo,C,7,24.98,3.57,5.0,12.13,29.98,LOW PRIORITY
14,MEATS,Riobamba,Chimborazo,C,7,1608.82,229.83,321.76,781.43,1930.58,MEDIUM PRIORITY
14,PERSONAL CARE,Riobamba,Chimborazo,C,7,1702.53,243.22,340.51,826.94,2043.04,MEDIUM PRIORITY
14,PET SUPPLIES,Riobamba,Chimborazo,C,7,14.02,2.0,2.8,6.81,16.82,LOW PRIORITY
14,PLAYERS AND ELECTRONICS,Riobamba,Chimborazo,C,7,40.6,5.8,8.12,19.72,48.71,LOW PRIORITY
14,POULTRY,Riobamba,Chimborazo,C,7,602.12,86.02,120.42,292.46,722.54,MEDIUM PRIORITY
14,PREPARED FOODS,Riobamba,Chimborazo,C,7,661.15,94.45,132.23,321.13,793.38,MEDIUM PRIORITY
14,PRODUCE,Riobamba,Chimborazo,C,7,2698.87,385.55,539.77,1310.88,3238.64,HIGH PRIORITY
14,SCHOOL AND OFFICE SUPPLIES,Riobamba,Chimborazo,C,7,28.89,4.13,5.78,14.03,34.67,LOW PRIORITY
14,SEAFOOD,Riobamba,Chimborazo,C,7,33.48,4.78,6.7,16.26,40.18,LOW PRIORITY
15,AUTOMOTIVE,Ibarra,Imbabura,C,15,30.76,4.39,6.15,14.94,36.91,LOW PRIORITY
15,BABY CARE,Ibarra,Imbabura,C,15,9.9,1.41,1.98,4.81,11.89,LOW PRIORITY
15,BEAUTY,Ibarra,Imbabura,C,15,26.29,3.76,5.26,12.77,31.54,LOW PRIORITY
15,BEVERAGES,Ibarra,Imbabura,C,15,11532.32,1647.47,2306.46,5601.41,13838.78,HIGH PRIORITY
15,BOOKS,Ibarra,Imbabura,C,15,4.91,0.7,0.98,2.38,5.89,LOW PRIORITY
